;ID_INSTR_MNS;COMPANY_ID_MNS;COMPANY_NAME_MNS;COUNTRY;NACE;NACE_SECTION;GICS;SECTOR_EXPOSURE_AFF;SECTOR_EXPOSURE_AFF_TYPE;EMISSIONS_CARBON_123_EVIC;EMISSIONS_CARBON_123_EVIC_TYPE;BREACHES;BREACHES_TYPE;EMISSIONS_CARBON_REDUCTION;EMISSIONS_CARBON_REDUCTION_TYPE;EMISSIONS_CARBON_3;EMISSIONS_CARBON_3_TYPE;GAP_GENDER_PAY;GAP_GENDER_PAY_TYPE;GAP_GENDER_PAY_ORIGIN;DEGRADATION_LAND;DEGRADATION_LAND_TYPE
1263;e6593d2f-18ca-495e-b842-0269e3334b89;8zCFEF33;comp_E;US;47.5;G;Consumer Discretionary;Not Disclosed;Estimated;118.45742954604896;Estimated;Not Disclosed;Reported;Yes;Estimated;39030649.5;Estimated;;;;Not Disclosed;Reported
1264;43d4b1ad-cce9-4b26-ad4c-e5d62f2000a2;TdN8VBwg;comp_VSG;DE;64.1;K;;Not Disclosed;Estimated;;;Not Disclosed;Reported;Yes;Estimated;6992862.44;Estimated;;;;Not Disclosed;Reported
1265;b3f9a956-2d2c-45d8-ab58-9cc8845b7aa5;RD7bhDQd;comp_Z;US;26.1;C;Information Technology;Not Disclosed;Estimated;189.61785023079605;Estimated;Not Disclosed;Reported;Yes;Estimated;25906692.95;Estimated;9.9;Estimated;csr,annual report,;Not Disclosed;Reported
1266;4538f2ca-48e9-49b2-a212-404042b0944c;UpxMTPEW;comp_XJT;CA;84.1;O;Financials;;;;;;;;;;;;;;;
1267;7fbd5aed-604c-4efa-98cc-7cbe72657f6c;4VUODI3K;comp_NIA;NL;64.1;K;;Not Disclosed;Estimated;;;Not Disclosed;Reported;Yes;Estimated;1446671.08;Estimated;13.5;Estimated;annual report;Not Disclosed;Reported
1268;25ad201f-cb17-41d9-8079-90653b16be90;2qqknUpI;comp_GKOT;US;21.2;C;Financials;Not Disclosed;Estimated;58.63283735918653;Estimated;Not Disclosed;Reported;Yes;Estimated;11556100.08;Estimated;12.89;Reported;gender pay report;Not Disclosed;Reported
1269;d126368f-9e97-4660-a91c-d63f0c16f1e6;jDDPxuPl;comp_NDE;US;28.9;C;Industrials;Not Disclosed;Estimated;1072.0609546247122;Estimated;Not Disclosed;Reported;Yes;Estimated;195032253.05;Estimated;16.98;Estimated;annual report;Not Disclosed;Reported
1270;99d0df05-5a4f-4069-855f-e8275ec2f5b5;TBa1JTR9;comp_ZEKW;US;6.1;B;Utilities;Yes;Estimated;451.6993005995973;Estimated;Not Disclosed;Reported;Yes;Estimated;47838196.27;Estimated;17.052912;Estimated;annual report,Sustainability report,csr;Not Disclosed;Reported
1271;f010343d-355e-4359-833d-8935e8bc8a5b;l50HoBbD;comp_XO;US;64.3;K;Financials;Not Disclosed;Estimated;4824.250258088114;Estimated;Not Disclosed;Reported;Yes;Estimated;84935631.18;Estimated;14.852693533;Estimated;annual report;Not Disclosed;Reported
1272;8cf972ea-a73b-42da-93d6-b02570164014;gOJLcKNU;comp_HFJ;US;65.1;K;Financials;Not Disclosed;Estimated;75.59638418714565;Estimated;Not Disclosed;Reported;Yes;Estimated;2959328.66;Estimated;;;;Not Disclosed;Reported
1273;46ffdd05-9898-40a2-93c0-75e88c18ae73;GWMD6HrF;comp_N;US;62.0;J;Industrials;Not Disclosed;Estimated;37.225612171475234;Estimated;Not Disclosed;Reported;Yes;Estimated;3150546.22;Estimated;16.9879924123;Estimated;annual report;Not Disclosed;Reported
1274;38ef30fe-ffc5-4b22-8454-cc23490e3caf;O7R20Zqr;comp_IGX;GB;64.3;K;Consumer Staples;Not Disclosed;Estimated;48.665941022036144;Estimated;Not Disclosed;Reported;Yes;Estimated;5809184.32;Estimated;14.48;Estimated;{};Not Disclosed;Reported
1275;9daa0e10-3c8b-4055-870b-4109760ce889;bt0dF3no;comp_QMO;FR;64.1;K;Financials;Not Disclosed;Estimated;86.64129305526234;Estimated;Not Disclosed;Reported;Yes;Estimated;28813267.63;Estimated;15.4;Estimated;csr,annual report;Not Disclosed;Reported
1276;61bd3e10-44f2-4884-a327-07d98ef53418;FOx7lUnw;comp_PEQ;US;6.1;B;Energy;Yes;Estimated;2999.079342498582;Estimated;Not Disclosed;Reported;Yes;Estimated;700841627.4;Estimated;16.7445359019;Estimated;Gender pay gap report 2023;Not Disclosed;Reported
1277;1378dc92-b959-4ce0-8ad9-2c7f2460a1d4;qYQYSm9N;comp_STG;US;21.2;C;Health Care;Not Disclosed;Estimated;96.48999448393188;Estimated;Not Disclosed;Reported;Yes;Estimated;7644216.93;Estimated;-0.5;Reported;GSK UK Gender Pay Gap report: 2023;Not Disclosed;Reported
1278;867058c1-f846-404d-95ac-b2feecab63b3;7QsVR1TM;comp_FVO;US;35.1;D;Utilities;Yes;Estimated;;;Not Disclosed;Reported;Yes;Estimated;6815053.18;Estimated;;;;Not Disclosed;Reported
1279;c99ee5ad-48cd-4f08-b224-7240b5157baa;g2qu4Ztb;comp_SLTU;US;35.1;D;Utilities;Yes;Estimated;660.8345807887911;Estimated;Not Disclosed;Reported;Yes;Estimated;19861717.42;Estimated;;;;Not Disclosed;Reported
1280;9818839f-aee9-4bfe-a686-f28b8cc0c5fc;TEFxoCYP;comp_JE;US;49.5;H;Energy;Yes;Estimated;1165.5998317825754;Estimated;Not Disclosed;Reported;Not Disclosed;Estimated;84828450.43;Estimated;16.98;Estimated;annual report;Not Disclosed;Reported
1281;9281aa2f-e6eb-4e78-825d-0d0a36cf5ac1;BiBfhp9T;comp_V;US;65.1;K;Industrials;Yes;Estimated;203.80433860570133;Estimated;Not Disclosed;Reported;Yes;Estimated;199653903.36;Estimated;16.863;Estimated;annual report;Not Disclosed;Reported
1282;ae31d1ad-e297-48d0-bbd1-a4609d4c0b82;gQMhtJ3V;comp_RP;DE;64.1;K;;Not Disclosed;Estimated;;;Not Disclosed;Reported;Yes;Estimated;6992862.44;Estimated;;;;Not Disclosed;Reported
1283;0e83b262-7d71-4c50-a3ca-e78cee18829f;WuvPoQhk;comp_XB;CN;16.2;C;Industrials;;;2166.028636363037;Estimated;;;;;23861368.73;Estimated;;;;;
1284;40372566-9ce2-4316-860f-9841e9810095;m9qXG0l3;comp_WBCK;US;35.1;D;Utilities;Not Disclosed;Estimated;;;Not Disclosed;Reported;Yes;Estimated;908023.85;Estimated;-5.5;Reported;annual report;Not Disclosed;Reported
1285;82f77b4a-820c-405f-a0c8-eaab3036baaf;KzlVDx9w;comp_INH;SG;64.1;K;Financials;Not Disclosed;Estimated;42.45932962808804;Estimated;Not Disclosed;Reported;Yes;Estimated;32837235.18;Estimated;18.8;Reported;sustainability report,Sustainability performance data,,sustainability report-2023;Not Disclosed;Reported
1286;c169dcce-4472-4d49-8161-ab01e6f96766;0OV8PvkX;comp_ZJMP;US;46.4;G;Health Care;Not Disclosed;Estimated;869.0983410440051;Estimated;Not Disclosed;Reported;Yes;Estimated;30752352.32;Estimated;16.98;Estimated;ESG report,annual report;Not Disclosed;Reported
1287;1d7913f8-61cc-4a40-9911-0c11a4b636e3;CeC5Skzg;comp_OB;US;64.1;K;Financials;Not Disclosed;Estimated;35.641380556107215;Estimated;Not Disclosed;Reported;Yes;Estimated;2779489.36;Estimated;11.0;Reported;,gender pay gap report 2022,average gender pay gap,csr,annual report,Gender pay gap report;Not Disclosed;Reported
1288;f44201b9-1505-44c6-9650-67b9a07a8adf;hQvpnahq;comp_W;SE;64.1;K;;Not Disclosed;Estimated;;;Not Disclosed;Reported;Not Disclosed;Estimated;616152.85;Estimated;11.2;Estimated;annual report;Not Disclosed;Reported
1289;8495ad65-0e27-4e40-8e25-ffee9a79a25d;B4w2izxy;comp_SNA;US;46.4;G;Consumer Discretionary;Not Disclosed;Estimated;1114.0352591009876;Estimated;Not Disclosed;Reported;Yes;Estimated;9102410.89;Estimated;20.4;Reported;sustainability report 2022;Not Disclosed;Reported
1290;1091ba55-f045-4455-8f3d-dd399da8a45b;hiLPnA1y;comp_HM;US;20.1;C;Materials;Not Disclosed;Estimated;356.7012645257917;Estimated;Not Disclosed;Reported;Yes;Estimated;8774692.74;Estimated;12.4324745952;Estimated;csr,annual report;Not Disclosed;Reported
1291;27d0ab33-76e3-4207-9c8a-3e54c5bd87df;ceQBj07L;comp_NUV;US;35.1;D;Utilities;Yes;Estimated;775.0768174148543;Estimated;Not Disclosed;Reported;Yes;Estimated;3277270.41;Estimated;20.81952;Estimated;annual report,;Not Disclosed;Reported
1292;f842dcbe-2fe0-4605-a100-d198b5dce7a6;Y0uHtHfM;comp_BCZ;LU;64.2;K;Financials;Not Disclosed;Estimated;656.3738563790575;Estimated;Not Disclosed;Reported;Yes;Estimated;29581847.54;Estimated;3.7;Reported;CSR 2022,Gender Pay Gap Report 2022,annual report;Not Disclosed;Reported
1293;6bbe46eb-d884-4778-a258-b2d795dcb290;ZTX4FO88;comp_DIP;US;94.9;S;Health Care;;;;;;;Yes;Estimated;5691770.84;Estimated;;;;;
1294;4c5da71f-5432-40bd-b65c-833d126fb6c6;rs7niec5;comp_WYMF;US;6.1;B;Energy;Yes;Estimated;4754.241557548521;Estimated;Not Disclosed;Reported;Yes;Estimated;56309369.65;Estimated;17.038464;Estimated;csr,annual report;Not Disclosed;Reported
1295;e112338c-792e-4aaf-adb1-2051becabf65;646xmm0i;comp_LRT;US;82.9;N;Energy;Yes;Estimated;451.6993005995973;Estimated;Not Disclosed;Reported;Yes;Estimated;47838196.27;Estimated;17.052912;Estimated;annual report,Sustainability report,csr;Not Disclosed;Reported
1296;8daecacb-3076-4ffa-bc88-73ddaac248f7;6Wv7HWUo;comp_YEZL;CA;64.3;K;Financials;Not Disclosed;Estimated;;;Not Disclosed;Reported;Yes;Estimated;;;17.14;Estimated;annual report;Not Disclosed;Reported
1297;61680259-ced3-4e8f-afad-eef8f9a2c6a6;18Edr543;comp_WKHJ;MY;64.1;K;Financials;Not Disclosed;Estimated;103.63973254071456;Estimated;Not Disclosed;Reported;Yes;Estimated;4215858.85;Estimated;20.176404;Estimated;annual report;Not Disclosed;Reported
1298;c3cb7f19-7e29-4687-ad75-67f32202cac3;WWyeZ5Nr;comp_Y;CA;64.1;K;Financials;Not Disclosed;Estimated;108.46718871881744;Estimated;Not Disclosed;Reported;Yes;Estimated;6007108.28;Estimated;17.1277086797;Estimated;annual report,csr,;Not Disclosed;Reported
1299;176023b9-6e8c-4408-8ecb-86d92829581f;BBM5avQw;comp_G;FR;64.1;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
1300;6ff560ab-c4d4-47eb-a475-77754e2333ed;fIcPbDU2;comp_OPW;CA;82.9;N;Financials;Yes;Estimated;105.68925779866474;Estimated;Not Disclosed;Reported;Yes;Estimated;37370423.64;Estimated;15.4305986214;Estimated;csr,annual report,CSR 2022;Not Disclosed;Reported
1301;2a000331-d14c-4e62-b6f4-ef32df130084;QvXMXC8f;comp_Q;CA;61.1;J;Communication Services;Not Disclosed;Estimated;53.87670286600964;Estimated;Not Disclosed;Reported;Yes;Estimated;2035763.36;Estimated;0.0;Reported;annual report,TELUS_2022_Sustainability_Report_03312023.pdf (ctfassets.net),csr,CSR 2022;Not Disclosed;Reported
1302;47ee9bed-e765-4bac-9170-a58b5f8bceda;y82OTHR8;comp_GF;US;26.6;C;Health Care;Not Disclosed;Estimated;219.1791380591214;Estimated;Not Disclosed;Reported;Yes;Estimated;15416674.51;Estimated;8.9;Reported;Gender pay gap reporting 2023;Not Disclosed;Reported
1303;d36e7c90-e82b-4186-8a2d-85622190e4a3;o0HVmdw1;comp_EFHO;AE;64.1;K;Financials;Not Disclosed;Estimated;71.69144447635567;Estimated;Not Disclosed;Reported;Yes;Estimated;7524257.26;Estimated;-16.0;Reported;CSR 2022,csr,annual report;Not Disclosed;Reported
1304;9553fb3f-94fc-462c-9bde-c262161a3f36;2JxhxneM;comp_FFXE;US;64.3;K;Utilities;Yes;Estimated;955.2836659572822;Estimated;Not Disclosed;Reported;Yes;Estimated;4930672.61;Estimated;;;;Not Disclosed;Reported
1305;87ff33c0-dca8-4090-b106-6c2d3d0a3474;t50BJIX7;comp_CTGJ;US;64.3;K;Financials;Not Disclosed;Estimated;;;Not Disclosed;Reported;Yes;Estimated;7769458.22;Estimated;42.2;Reported;gender pay 2023;Not Disclosed;Reported
1306;3da5decd-4d03-4ddf-80d7-ce52d59382e2;3NtVqCel;comp_BWY;US;49.5;H;Energy;Yes;Estimated;1165.5998317825754;Estimated;Not Disclosed;Reported;Not Disclosed;Estimated;84828450.43;Estimated;16.98;Estimated;annual report;Not Disclosed;Reported
1307;3bf9cb5d-6404-48fb-92f6-bf14ac8cb351;1qY6M2pa;comp_SSD;ES;64.1;K;Financials;Not Disclosed;Estimated;72.8980079228733;Estimated;Not Disclosed;Reported;Yes;Estimated;35074559.49;Estimated;30.2;Reported;AR 2022,Annual report 2022;Not Disclosed;Reported
1308;34df06a5-349e-405d-bd2d-ffae41bcac97;eES0Flqw;comp_AXRR;US;21.2;C;Health Care;Not Disclosed;Estimated;25.30116268693945;Estimated;Not Disclosed;Reported;Yes;Estimated;2035689.31;Estimated;14.4755009594;Estimated;,Annual Report;Not Disclosed;Reported
1309;2f8a2367-8e1e-4a3b-85ae-30dc5038c25d;Dhru2rKM;comp_LWYP;US;64.3;K;Financials;Yes;Estimated;689.7998116400929;Estimated;Not Disclosed;Reported;Yes;Estimated;49101845.72;Estimated;-4.7;Reported;SR 2022;Not Disclosed;Reported
1310;8dce40f1-f5df-485d-b30d-742f635eb9c1;ta174NoO;comp_L;US;32.9;C;Consumer Discretionary;Not Disclosed;Estimated;708.3642759746069;Estimated;Not Disclosed;Reported;Yes;Estimated;8978458.06;Estimated;;;;Not Disclosed;Reported
1311;7ce4cba9-7539-46b4-91dd-63366fef048a;cjxRkq53;comp_FJJN;US;65.1;K;Financials;Not Disclosed;Estimated;152.63232442788674;Estimated;Not Disclosed;Reported;Yes;Estimated;1835464.11;Estimated;16.98;Estimated;csr,annual report;Not Disclosed;Reported
1312;71049e27-50c8-4695-bfa8-b4af5359256c;oXhQR20f;comp_Y;US;35.1;D;Utilities;Yes;Estimated;;;Not Disclosed;Reported;Yes;Estimated;4884371.65;Estimated;;;;Not Disclosed;Reported
1313;d2a6a752-3896-4365-b168-2451de23e10d;ksxcUwj6;comp_BFP;CA;64.9;K;;Not Disclosed;Estimated;;;Not Disclosed;Reported;Yes;Estimated;5696780.22;Estimated;;;;Not Disclosed;Reported
1314;19e8bc67-c90b-47d5-bc02-7a8d08d84c9f;AFnqyFNj;comp_DG;US;46.7;G;Financials;Yes;Estimated;1614.420820624037;Estimated;Not Disclosed;Reported;Yes;Estimated;169781729.59;Estimated;17.9268879275;Estimated;csr,;Not Disclosed;Reported
1315;bbb0981c-a48b-4ca3-b381-22b727f65f36;XyY6JAqp;comp_B;US;46.6;G;Industrials;Not Disclosed;Estimated;323.446447251482;Estimated;Not Disclosed;Reported;Yes;Estimated;9283412.18;Estimated;;;;Not Disclosed;Reported
1316;f9d0bdae-26d0-4681-80c4-3244cc4866b2;1ix1rdAg;comp_WX;GB;61.2;J;Communication Services;Not Disclosed;Estimated;101.91377461752283;Estimated;Not Disclosed;Reported;Yes;Estimated;7319500.24;Estimated;10.4;Reported;ESG Addendum 2023,Gender pay gap Report 2023,average gender pay gap,annual report;Not Disclosed;Reported
1317;20c562c2-572b-49a0-bb3b-3830306258d8;AWJ1vXII;comp_FZRB;US;35.1;D;Financials;Yes;Estimated;;;Not Disclosed;Reported;Yes;Estimated;390047.66;Estimated;16.98;Estimated;csr,annual report;Not Disclosed;Reported
1318;a7a48bd1-7f58-4c10-bf8f-6e09b8bdde3d;SEfeBe0Q;comp_G;US;64.9;K;Financials;Not Disclosed;Estimated;342.8411641584791;Estimated;Not Disclosed;Reported;Yes;Estimated;58188174.78;Estimated;17.6;Estimated;sustainability report-2022,csr,annual report;Not Disclosed;Reported
1319;38c588cf-9769-4752-b8e0-6377079e9037;HgdafFho;comp_STLI;US;64.3;K;Materials;Yes;Estimated;3460.168741409502;Estimated;Not Disclosed;Reported;Yes;Estimated;320918455.7;Estimated;17.4;Reported;Company website;Not Disclosed;Reported
1320;58c0cda9-d05e-4371-8c60-62437a446c7c;Le922VuU;comp_VMNB;US;20.4;C;Consumer Staples;Not Disclosed;Estimated;117.01729611808156;Estimated;Not Disclosed;Reported;Yes;Estimated;7668280.05;Estimated;16.98;Estimated;csr,annual report;Yes;Reported
1321;269b8db6-eae6-4ae0-a922-c20e9dc0fa28;erfiW2aO;comp_MBJ;US;82.9;N;Financials;Not Disclosed;Estimated;46.7489335180517;Estimated;Not Disclosed;Reported;Yes;Estimated;27150120.12;Estimated;54.1;Reported;Gender Pay Gap Report;Not Disclosed;Reported
1322;0e0b80df-751e-4912-9e78-95bfe2bcf202;CIHP4oPW;comp_STG;GB;64.9;K;Financials;Not Disclosed;Estimated;;;Not Disclosed;Reported;Yes;Estimated;3785686.92;Estimated;22.2;Reported;Gender pay report 2023;Not Disclosed;Reported
1323;1dc06c97-8aab-4f87-b907-9632ac03b23a;jjEVLYjd;comp_HP;CA;64.1;K;Financials;Not Disclosed;Estimated;108.46718871881744;Estimated;Not Disclosed;Reported;Yes;Estimated;6007108.28;Estimated;17.1277086797;Estimated;annual report,csr,;Not Disclosed;Reported
1324;85b08c74-fbf9-4031-ac1a-763a73e8a0b5;eWNOxPXd;comp_YRKJ;SG;64.3;K;Financials;Not Disclosed;Estimated;1243.2682292140012;Estimated;Not Disclosed;Reported;Yes;Estimated;89601022.22;Estimated;33.6;Reported;Hitachi Sustainability Report 2023,csr;Not Disclosed;Reported
1325;f0c86201-63a9-4b0b-ba16-ae13e1d2e933;6DXN0sEp;comp_XC;US;35.1;D;Utilities;Yes;Estimated;485.86045441746194;Estimated;Not Disclosed;Reported;Yes;Estimated;11522650.34;Estimated;;;;Not Disclosed;Reported
1326;ea2aaa07-fa8c-45ae-b7b4-92a5df82199b;WV7xlIYx;comp_KSZ;US;64.9;K;Financials;Not Disclosed;Estimated;342.8411641584791;Estimated;Not Disclosed;Reported;Yes;Estimated;58188174.78;Estimated;17.6;Estimated;sustainability report-2022,csr,annual report;Not Disclosed;Reported
1327;380030bb-a589-48e3-8149-872e08fc23ca;CYhXAJKV;comp_SZIZ;CA;64.9;K;Financials;Not Disclosed;Estimated;342.8411641584791;Estimated;Not Disclosed;Reported;Yes;Estimated;58188174.78;Estimated;17.6;Estimated;sustainability report-2022,csr,annual report;Not Disclosed;Reported
1328;aaadb23a-24f5-4c2a-9ae4-9fb1dbd2b3ea;pNRGfrTQ;comp_V;US;64.3;K;Financials;Not Disclosed;Estimated;;;Not Disclosed;Reported;Yes;Estimated;7769458.22;Estimated;42.2;Reported;gender pay 2023;Not Disclosed;Reported
1329;d028b118-f1d5-4156-8b57-3263527f283f;v34X6SR9;comp_FESW;NZ;64.1;K;Financials;Not Disclosed;Estimated;83.93276975420237;Estimated;Not Disclosed;Reported;Yes;Estimated;18880226.11;Estimated;23.6;Reported;Performance metric;Not Disclosed;Reported
1330;2625fec4-1a60-47b3-9e18-eb2dcaed3398;mHxGrB9T;comp_ETYT;US;21.2;C;Health Care;Not Disclosed;Estimated;65.41564452549255;Estimated;Not Disclosed;Reported;Yes;Estimated;16973481.98;Estimated;;;;Not Disclosed;Reported
1331;fb6edbab-0921-40b5-8d98-c894d6709828;4SEF5Qwo;comp_C;US;35.2;D;Utilities;Yes;Estimated;258.0803640029525;Estimated;Not Disclosed;Reported;Yes;Estimated;11361069.37;Estimated;16.98;Estimated;annual report;Not Disclosed;Reported
1332;a3123b4e-f2ea-4194-8918-74fe25507b1b;nlZXDa4m;comp_J;US;21.2;C;Health Care;Not Disclosed;Estimated;19.543913176734044;Estimated;Not Disclosed;Reported;Yes;Estimated;6079326.51;Estimated;15.5810522624;Estimated;annual report;Not Disclosed;Reported
1333;1f1f6221-6072-4867-bd5b-296122c4cbbb;5hspAIIa;comp_L;GB;64.3;K;Financials;Not Disclosed;Estimated;175.14968336507002;Estimated;Not Disclosed;Reported;Yes;Estimated;9533364.82;Estimated;;;;Not Disclosed;Reported
1334;9d0756bb-3cc3-4e04-896c-8e5173c95f6d;PRwIfcIn;comp_L;US;24.4;C;Materials;Not Disclosed;Estimated;3841.077652379549;Estimated;Not Disclosed;Reported;Yes;Estimated;394488369.43;Estimated;34.5;Reported;Company website;Not Disclosed;Reported
1335;71ac5b2f-ecb9-473a-9189-dc13e7fbf840;oPkNLyZk;comp_FBZN;US;47.5;G;Consumer Discretionary;Yes;Estimated;203.80433860570133;Estimated;Not Disclosed;Reported;Yes;Estimated;199653903.36;Estimated;16.863;Estimated;annual report;Not Disclosed;Reported
1336;d6482264-9c25-471d-bfd8-f4ed946ba4a6;0TfCstSG;comp_FGG;US;26.7;C;Information Technology;Not Disclosed;Estimated;783.9826088136241;Estimated;Not Disclosed;Reported;Yes;Estimated;578968.53;Estimated;15.6818037049;Estimated;annual report;Not Disclosed;Reported
1337;56aa84fc-c8b3-477b-bebc-9e9825edfe8f;kSV4lDYG;comp_G;US;35.1;D;Utilities;Not Disclosed;Estimated;502.49841106597967;Estimated;Not Disclosed;Reported;Yes;Estimated;4446426.04;Estimated;;;;Not Disclosed;Reported
1338;4c0ba554-0e93-4b2a-aa5d-115ff41cb5a9;w62YGIAj;comp_VHY;US;6.1;B;Energy;Yes;Estimated;1396.148442553641;Estimated;Not Disclosed;Reported;Yes;Estimated;4178119.13;Estimated;16.98;Estimated;annual report,csr,CSR 2022;Not Disclosed;Reported
1339;35f00263-8156-4f29-b6e8-b8c501764763;ekSo7cdB;comp_R;US;32.5;C;Health Care;Not Disclosed;Estimated;151.22921685658108;Estimated;Not Disclosed;Reported;Yes;Estimated;11749554.04;Estimated;16.98;Estimated;csr,annual report,CSR 2022,Annual Report 2022;Not Disclosed;Reported
1340;930d7955-9311-48b3-92a3-bad63e68d48c;91iVAWQp;comp_ZO;GB;64.1;K;Financials;Not Disclosed;Estimated;72.8980079228733;Estimated;Not Disclosed;Reported;Yes;Estimated;35074559.49;Estimated;30.2;Reported;AR 2022,Annual report 2022;Not Disclosed;Reported
1341;285e07c0-db68-4d7c-b07c-8bb18fab1bfe;B2712Q4G;comp_WQFT;US;64.1;K;Financials;Not Disclosed;Estimated;71.13579069718375;Estimated;Not Disclosed;Reported;Yes;Estimated;40674789.29;Estimated;43.2;Reported;2023 UK Pay Gap Disclosure;Not Disclosed;Reported
1342;83184159-ff76-4cc4-9188-ae6951ac3179;vX5Hxhdu;comp_JR;SE;64.1;K;Financials;Not Disclosed;Estimated;18.52404918379893;Estimated;Not Disclosed;Reported;Yes;Estimated;3009623.51;Estimated;;;;Not Disclosed;Reported
1343;c6883aac-0c89-428c-88b8-38d0f48d6028;wbnoJ3zh;comp_W;IE;64.3;K;Financials;Not Disclosed;Estimated;435.2139564611104;Estimated;Not Disclosed;Reported;Yes;Estimated;28475844.87;Estimated;16.9824980237;Estimated;csr,annual report;Not Disclosed;Reported
1344;b1f10ac8-d225-4810-8b0f-dae0a5e5212a;yV3NmvIK;comp_CEA;GB;66.3;K;Financials;Not Disclosed;Estimated;27.07030483034335;Estimated;Not Disclosed;Reported;Yes;Estimated;7432144.38;Estimated;28.2;Reported;2022 UK Gender & Ethnicity Pay Gap Report;Not Disclosed;Reported
1345;00aa01e6-a6fc-42e4-9a52-95521f777a86;bjRQdZP9;comp_WKZ;US;11.0;C;Consumer Staples;Not Disclosed;Estimated;115.7936560271655;Estimated;Not Disclosed;Reported;Yes;Estimated;5536513.25;Estimated;16.721956;Estimated;,annual report;Not Disclosed;Reported
1346;213266c4-35d4-4170-8e29-f0d2d16096af;z7XuN0X5;comp_R;US;6.1;B;Energy;Yes;Estimated;829.4094533691483;Estimated;Not Disclosed;Reported;Yes;Estimated;26896364.3;Estimated;16.98;Estimated;annual report,CSR 2022;Not Disclosed;Reported
1347;c7c325a4-919c-4506-a1fc-c9a2d723a763;LucTOtaz;comp_S;SG;64.1;K;Financials;Not Disclosed;Estimated;85.61036966495737;Estimated;Not Disclosed;Reported;Yes;Estimated;12484832.75;Estimated;;;;Yes;Reported
1348;ad53b6b2-2d63-46ba-bd02-875237b0a281;f62Z2Qyy;comp_SL;US;64.1;K;Financials;Not Disclosed;Estimated;;;Not Disclosed;Reported;Yes;Estimated;15542609.84;Estimated;;;;Not Disclosed;Reported
1349;8994c847-c0dc-4f91-b52e-467db7376990;N8EyRPMZ;comp_VK;US;28.3;C;Industrials;Not Disclosed;Estimated;342.8411641584791;Estimated;Not Disclosed;Reported;Yes;Estimated;58188174.78;Estimated;17.6;Estimated;sustainability report-2022,csr,annual report;Not Disclosed;Reported
1350;0faf1dc2-d5a1-4f68-90cb-9edcc9a97ad8;IsbpLTmi;comp_UDGC;CH;66.3;K;Financials;Not Disclosed;Estimated;27.07030483034335;Estimated;Not Disclosed;Reported;Yes;Estimated;7432144.38;Estimated;28.2;Reported;2022 UK Gender & Ethnicity Pay Gap Report;Not Disclosed;Reported
1351;9c4b1461-eb84-46cf-b20b-d5b79e8986d1;FAIqHFj3;comp_AZM;US;46.7;G;Materials;Not Disclosed;Estimated;482.86468137921713;Estimated;Not Disclosed;Reported;Yes;Estimated;43849741.05;Estimated;16.8716476296;Estimated;csr;Not Disclosed;Reported
1352;23305bd9-d01b-48ea-b37d-84dad778acfe;jWme5Og2;comp_VZQ;US;35.1;D;Utilities;Not Disclosed;Estimated;1013.907406561382;Estimated;Not Disclosed;Reported;Yes;Estimated;1750793.38;Estimated;;;;Not Disclosed;Reported
1353;01dd8dbc-8e77-4c87-baf4-7cc589dd27a7;6IAYZ26U;comp_TNVE;US;20.3;C;Materials;Not Disclosed;Estimated;556.993365421722;Estimated;Not Disclosed;Reported;Yes;Estimated;10153746.49;Estimated;-2.25;Reported;Annual report-2022,annual report;Not Disclosed;Reported
1354;e8cdd828-3ac6-4d4b-b25c-8badac228818;BsuSvNpi;comp_TRF;US;47.1;G;Consumer Staples;Yes;Estimated;1556.336707603694;Estimated;Not Disclosed;Reported;Yes;Estimated;99498887.73;Estimated;18.7231217803;Estimated;Integrated Report 2022,Annual report 2022;Yes;Reported
1355;a85e657d-c1dc-43b9-bd5b-c258a55e2d33;Li7vTY4s;comp_RSFO;US;64.3;K;Financials;Not Disclosed;Estimated;194.72978154907705;Estimated;Not Disclosed;Reported;Not Disclosed;Estimated;304977.02;Estimated;;;;Not Disclosed;Reported
1356;857b909d-856b-4a47-af61-edf2976bd179;PEJQ93C3;comp_HRIV;US;58.1;J;Financials;Not Disclosed;Estimated;90.04159734251459;Estimated;Not Disclosed;Reported;Yes;Estimated;774697.84;Estimated;15.0;Reported;Gender pay gap report 2023;Not Disclosed;Reported
1357;7c58df1b-581e-41a6-8211-167896ea8975;tvXlPNQ5;comp_SP;US;46.4;G;Consumer Discretionary;Not Disclosed;Estimated;1114.0352591009876;Estimated;Not Disclosed;Reported;Yes;Estimated;9102410.89;Estimated;20.4;Reported;sustainability report 2022;Not Disclosed;Reported
1358;ead30052-8089-421b-8bbb-d0db2b3f3cae;pzs0RKMZ;comp_KVO;US;82.3;N;Industrials;Not Disclosed;Estimated;480.96991044908134;Estimated;Not Disclosed;Reported;Not Disclosed;Estimated;606430.15;Estimated;17.0765390505;Estimated;Annual Report 2022,annual report;Not Disclosed;Reported
1359;a09957e5-2a89-48f0-b9e5-f1046d1a8776;CRuRt9Da;comp_P;US;64.3;K;Energy;Yes;Estimated;485.86045441746194;Estimated;Not Disclosed;Reported;Yes;Estimated;11522650.34;Estimated;;;;Not Disclosed;Reported
